,index,source_id,hip,tycho2_id,solution_id,source_id_2,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
84,84.0,3.3090065977113795e+18,22203.0,,1.6353784107819336e+18,3.3090065977113795e+18,1092752.0,2015.0,71.62698443129749,0.2156916102168482,15.471938667613827,0.2016497856237296,21.402843691690947,0.2668479451176399,86.71559315587012,0.0782979564328199,-25.981756890682224,0.057223426726523995,-0.31530082,0.1265403,0.07964924,-0.017850598,-0.6474385,-0.036175635,0.095486484,0.04250813,-0.06309513,0.15260755,71.0,71.0,70.0,66.0,1.0,5.0,5.9852157,0.44908721792364575,203.56504234533188,True,1.9971925,4.610766,1.37082e-05,3.0,9.0,False,0.41902006,0.4199811,0.62989944,0.66779006,-91.22285,19.558714,-29.718855,40.381107,77.0,9490764.889007168,9642.531969601549,8.081517026531856,b'NOT_AVAILABLE',183.48251306799415,-18.8508250364596,72.184322732065,-6.838237938995796
85,85.0,3.3106155611797806e+18,20284.0,,1.6353784107819336e+18,3.3106155611797806e+18,865095.0,2015.0,65.2201271123689,0.3067039987239961,13.864374411314714,0.22125758838810786,19.985202855333576,0.4194155714725107,106.0626457019835,0.03344892673904897,-14.604518857656853,0.024563487182345942,-0.040135313,-0.6406805,0.34377486,-0.008472998,0.3452783,0.022430941,0.3720353,-0.22410798,0.15186787,0.11781304,45.0,45.0,45.0,44.0,0.0,1.0,45.982716,0.6364476070194832,276.40304746003596,True,6.2490187,2.4499466,2.4498338e-05,3.0,6.0,False,0.5794106,0.26916328,0.6541077,0.92848593,133.53873,-30.879234,12.208446,39.074135,51.0,63194421.60989772,131553.87432173142,6.023073205593622,b'NOT_AVAILABLE',180.759927761625,-24.73402841677016,65.76709188952296,-7.514586399043955
86,86.0,3.310820620098474e+18,20527.0,,1.6353784107819336e+18,3.310820620098474e+18,432547.0,2015.0,65.97721529203606,0.21614281438801675,14.052024950181032,0.13902704328866944,23.24460364198424,0.24200885939715566,115.59810384472564,0.2712951951384863,-18.93609930450934,0.1830450005511994,0.01049035,0.03293019,-0.33273482,0.12240579,-0.23704575,0.13599731,-0.34209982,-0.14346962,0.105715066,0.055434633,138.0,138.0,137.0,134.0,1.0,4.0,2.50753,0.46521415707998576,281.3788816264793,True,4.618444,4.096627,2.6671352e-05,3.0,16.0,False,0.23065186,0.4637232,0.13504304,0.27158055,-176.321,-8.840272,-56.17169,34.994812,140.0,1285632.1392715224,995.9634438083792,10.251978262001698,b'NOT_AVAILABLE',181.10679180142904,-24.044646894538563,66.52925467071209,-7.451307888785818
87,87.0,3.312709374919349e+18,20815.0,,1.6353784107819336e+18,3.312709374919349e+18,1875878.0,2015.0,66.90000160908953,0.34239794320877776,15.589092293402937,0.16007326074314138,21.129225545098812,0.39036010695552614,105.20350231301757,0.056324005116494526,-23.801456270055418,0.03386673450371299,0.047478702,-0.3274464,0.2326606,0.036041338,-0.20013432,0.02853346,0.1536551,-0.058441613,-0.008424666,0.3156724,63.0,63.0,63.0,62.0,0.0,1.0,4.8182263,0.6856518005234825,122.94656177323645,True,6.7201962,2.0868409,9.526078e-06,3.0,7.0,False,0.3843963,0.61818796,0.15501164,0.050093673,176.23361,1.4259857,-58.454117,38.215244,62.0,20470418.483579054,12997.288452707337,7.2469532608907485,b'NOT_AVAILABLE',180.41174863991728,-22.386225881457023,67.66385149858765,-6.076917729898826
88,88.0,3.30222027450627e+18,18658.0,,1.6353784107819336e+18,3.30222027450627e+18,1589204.0,2015.0,59.919329773813466,0.8430912606186272,10.330378334768653,0.32911538140940205,27.160082868956465,0.8877352336244321,139.30799443042392,0.07409336922473031,-4.864372530898816,0.0339984803518062,0.08683682,-0.4212164,0.45802417,0.02936585,-0.07604182,0.033876628,0.3870737,-0.21341394,-0.04065007,0.25958866,195.0,195.0,195.0,192.0,0.0,3.0,4.0029078,2.946917958069987,8442.688105098578,True,28.579203,0.11451009,2.4263953e-05,3.0,31.0,False,0.336989,0.69132286,0.46789065,0.29123816,-10.091772,-1.6717114,-9.654388,2.9795964,251.0,52272421.08690482,33052.45830512464,6.2290885246956265,b'NOT_AVAILABLE',180.0726089954389,-30.976970675102926,59.95095623640712,-10.026213129484322
89,89.0,3.3121364949986396e+18,19877.0,,1.6353784107819336e+18,3.3121364949986396e+18,1458427.0,2015.0,63.94335147397481,0.4532245630304078,15.400606633599304,0.38431805367885147,21.850539376951048,0.8148860482765392,115.63401989272089,0.03244333475368376,-21.515491742795362,0.025582085764836174,0.12671186,0.21233295,0.5674127,0.08675992,0.7305587,0.07381839,0.6229723,0.118999906,0.46558672,0.04236332,35.0,35.0,35.0,32.0,0.0,3.0,0.021073664,0.9222477491093897,323.9411769332789,True,3.688435,1.1404206,2.9044e-05,3.0,6.0,True,0.6085394,0.47617066,0.6406532,0.45322964,34.72129,1.224533,16.42039,34.46865,48.0,53730879.74003359,139755.29649132353,6.1992101854267005,b'NOT_AVAILABLE',178.5900457113955,-24.702438246740645,64.80771851723314,-5.788884982088323
90,90.0,3.312281664893306e+18,20082.0,,1.6353784107819336e+18,3.312281664893306e+18,1887158.0,2015.0,64.58081422257624,0.20106401375711266,16.088234273642602,0.1370577357680028,22.190950591400256,0.22245984130531557,118.86392884570685,0.20690024783825917,-23.421479573881836,0.15324381114587457,0.22830611,-0.12967552,-0.27204698,0.06369502,-0.24372788,0.115737185,-0.41831014,-0.14643207,0.09692847,-0.017348506,143.0,143.0,143.0,138.0,0.0,5.0,5.932077,0.3437454264711333,192.6681284482644,True,3.4784427,7.7445307,2.4451288e-05,3.0,18.0,False,0.23682511,0.491761,0.11403237,0.23123603,170.2111,-15.672805,41.911057,39.51346,161.0,3340439.6854450726,3722.1672712925533,9.215260977354351,b'NOT_AVAILABLE',178.44980047114174,-23.789797250537053,65.53463475874834,-5.218163947592715
91,91.0,3.3138451017092424e+18,20441.0,,1.6353784107819336e+18,3.3138451017092424e+18,1207176.0,2015.0,65.68709848223729,0.49424362301231484,16.79081388973247,0.2804961911051864,32.02236941795466,0.5710828764684494,137.9014767314896,0.0890246165753926,-33.06038898180648,0.06177946621343944,0.24616744,0.24032503,0.16934003,0.02239497,-0.2654795,0.04537561,0.09505679,0.022528302,-0.054944243,0.19417936,106.0,106.0,97.0,103.0,9.0,3.0,240.88643,1.4848303427943284,463.9965028989493,True,14.425764,0.45095125,6.4083274e-06,3.0,15.0,False,0.18753713,0.5966252,0.3375458,0.1037645,-141.36441,-14.865448,-58.82107,-22.34519,126.0,14361638.628073482,6591.198284454672,7.631760077144115,b'NOT_AVAILABLE',178.60713548416683,-22.525472338176584,66.70296234669634,-4.703703029342828
92,92.0,3.313947699887832e+18,20567.0,,1.6353784107819336e+18,3.313947699887832e+18,774270.0,2015.0,66.09324048719263,0.3288705587277193,17.078843560195775,0.1484092181289909,19.87859559956194,0.31628301899014716,99.90860386823557,0.05518694989283073,-26.653167265600437,0.02695962405098398,-0.16581713,-0.19813116,0.23437624,-0.025473537,-0.3038485,-0.06027894,0.16817653,-0.026634494,-0.049257863,0.40053985,96.0,96.0,96.0,92.0,0.0,4.0,7.970406,0.6814387707024007,209.28228394898315,True,6.679821,2.1239622,1.3124699e-05,3.0,13.0,False,0.2879666,0.69754106,0.21565805,0.053577323,-161.31937,7.9686356,-50.09046,-9.659317,105.0,30120481.64252787,15149.465354461732,6.82761528338046,b'NOT_AVAILABLE',178.6366224057692,-22.04259345856191,67.13463383260968,-4.482860430521102
93,93.0,3.3110001153717335e+18,20400.0,,1.6353784107819336e+18,3.3110001153717335e+18,1684439.0,2015.0,65.51514757218808,0.5082075258049764,14.07710940070473,0.32999627564186723,21.910977616274636,0.5700395817166509,113.75585693247552,0.036650158115598575,-21.381875863753443,0.025835434084562584,0.042347267,-0.09720379,0.5698981,0.023928259,-0.13419542,0.025182698,0.51805854,-0.06011905,-0.07001956,0.15101829,85.0,85.0,84.0,83.0,1.0,2.0,1.2477868,1.698726120729072,2790.6049780401104,True,16.494493,0.34312657,4.4734996e-05,3.0,15.0,False,0.1756059,0.40313482,0.1126838,0.3687782,171.21587,-2.363085,41.177406,36.55018,123.0,87887060.47602615,291352.502330412,5.664957716244885,b'NOT_AVAILABLE',180.77673096983085,-24.377676850896435,66.08761777133533,-7.352713198330839
94,94.0,3.3109037363054566e+18,20827.0,,1.6353784107819336e+18,3.3109037363054566e+18,1772983.0,2015.0,66.94641297774022,0.23090405753488105,14.417670032319155,0.12333106605578738,20.383206880228066,0.2682315272208738,100.50729172994689,0.15428588192715784,-19.253776702639197,0.07544212539469289,0.0010099661,-0.47531018,-0.15696841,0.0075288196,-0.039752785,0.08447246,-0.062615156,-0.029763324,0.020092133,0.3144908,114.0,114.0,112.0,112.0,2.0,2.0,1.0803539,0.5068782883861956,347.45436558648237,True,5.013438,3.6551828,2.299842e-05,3.0,14.0,False,0.45830232,0.44718105,0.11265263,0.41320556,162.33083,-1.3943716,17.992357,38.66979,113.0,3586966.4481026405,5019.022882881824,9.137951777901968,b'NOT_AVAILABLE',181.4344395346609,-23.082334814646163,67.52328834455241,-7.240854178986404
95,95.0,3.3159675371071754e+18,28356.0,,1.6353784107819336e+18,3.3159675371071754e+18,13779.0,2015.0,89.8747537362846,0.16123125280000716,2.476200825428954,0.23340724644845376,13.86878495099391,0.2768148744603874,16.44060090899454,0.053264264664708925,10.442288254089375,0.03672390885243392,-0.24665736,0.21411127,0.07508697,-0.066279925,-0.79929864,-0.041227747,0.22860834,0.036234044,-0.2097987,0.021720931,78.0,78.0,78.0,78.0,0.0,0.0,11.170118,0.42493916911322976,96.82820286039524,True,4.238199,4.806087,5.3227395e-06,3.0,10.0,False,0.516979,0.17304386,0.6288698,0.86060643,-81.39455,22.334364,-30.781393,-44.684566,84.0,14116419.498847079,8332.15110346604,7.6504586742255185,b'NOT_AVAILABLE',204.7016562540363,-10.3747312686908,89.86601798417843,-20.963021764762434
96,96.0,3.3142130257870546e+18,20951.0,,1.6353784107819336e+18,3.3142130257870546e+18,1523302.0,2015.0,67.3821646750955,0.20818094658146358,17.893046150933625,0.1093738065058684,21.969112967672746,0.23955954052777803,107.64226974127675,0.1545329009389915,-32.89045908199239,0.09197618450624756,-0.037512958,0.34372047,-0.042007416,0.07310223,-0.3485605,-0.011146698,-0.22416559,0.049587227,0.098374285,0.27494952,142.0,142.0,141.0,139.0,1.0,3.0,0.5326104,0.3942745357410313,145.3717522142893,True,3.9500098,5.998785,1.8850309e-05,3.0,16.0,False,0.32217512,0.5892736,0.42835817,0.014521548,-154.14323,-2.5443614,-56.999233,-9.399819,138.0,5523846.605581075,5003.077813642605,8.669166038999226,b'NOT_AVAILABLE',178.80154207664827,-20.57609493068171,68.48047048674506,-3.872469873708627
97,97.0,3.305871821341048e+18,21066.0,,1.6353784107819336e+18,3.305871821341048e+18,735007.0,2015.0,67.73865150997344,0.2980132909563781,10.751722136536603,0.15757996822849352,21.203141220128675,0.3629456267776533,102.9851341996178,0.04149221844577079,-10.818529013966838,0.018034440381315724,0.17359078,-0.58821756,0.26662228,0.0696586,-0.4788417,0.0713263,0.34394383,-0.19188832,-0.18146753,0.1910091,107.0,107.0,107.0,102.0,0.0,5.0,10.769803,0.7204200775894489,264.0335894362215,True,7.0535994,1.8745015,1.3797762e-05,3.0,15.0,False,0.41389057,0.50836164,0.29771206,0.30194622,-167.92894,7.003373,-26.357061,38.657658,132.0,28552549.049225695,12774.057844621873,6.885657848183108,b'NOT_AVAILABLE',185.12782431877758,-24.705772565877957,67.72053453752095,-10.982360444263065
98,98.0,3.307645127438374e+18,20762.0,,1.6353784107819336e+18,3.307645127438374e+18,1564540.0,2015.0,66.7268738921239,0.20124790529263745,13.138107845306891,0.13810390582157747,20.77762609128902,0.23641693870604122,104.51474204480947,0.2238967352905799,-16.503021779772332,0.13038916348655571,0.30687377,-0.1977236,-0.23835787,-0.010122582,-0.4120634,0.06373302,-0.22671561,-0.12699923,0.030401886,0.30516654,130.0,130.0,128.0,127.0,2.0,3.0,0.4271258,0.38267542498029794,250.59505030975745,True,3.8413582,5.7882247,2.304971e-05,3.0,15.0,False,0.12773189,0.49014643,0.16489504,0.31507087,-131.46999,-19.350359,-28.714558,-43.890644,129.0,1622772.3479958477,2536.3771947430696,9.999126067022594,b'NOT_AVAILABLE',182.3866696606394,-24.041981783268923,67.10671830087213,-8.470674874670722
99,99.0,3.3136894177343667e+18,20741.0,,1.6353784107819336e+18,3.3136894177343667e+18,1751211.0,2015.0,66.66764143949031,0.45740716513414625,16.74678117336615,0.19778332286161804,21.943605729437337,0.47077767218443717,108.84520698030155,0.07320353174054274,-28.085316184686885,0.03631579942256427,-0.18438585,0.11029914,0.22245868,-0.03965542,-0.26405144,-0.051490482,0.1732826,0.023295984,-0.06029513,0.22434354,81.0,81.0,80.0,79.0,1.0,2.0,2.6459787,1.0019204850709755,560.3042727347859,True,3.984524,0.9737565,1.2196806e-05,3.0,11.0,False,0.14522164,0.7089835,0.23778497,0.07637257,-158.96094,5.3821898,-52.748962,-4.3001776,92.0,11050823.60980051,34211.20984996325,7.916283446646965,b'NOT_AVAILABLE',179.28974890385425,-21.829905482099658,67.62566438538221,-4.898528359681335
100,100.0,3.307528029449757e+18,21267.0,,1.6353784107819336e+18,3.307528029449757e+18,270277.0,2015.0,68.44478209099302,0.32839336350577153,13.251811966615351,0.19359852883097467,21.665071760476845,0.4054153107525696,102.81642504829954,0.03647090716297836,-17.418052224070053,0.02360766414207476,0.18988682,-0.34414467,0.36626187,0.07662758,-0.4585315,0.07915064,0.31751034,-0.12818247,-0.14634217,0.31354845,131.0,131.0,131.0,126.0,0.0,5.0,0.21063124,1.0654804532181383,437.91666235373384,True,10.375004,0.86214393,1.848381e-05,3.0,15.0,False,0.43342406,0.51486754,0.19919018,0.20383722,-167.41016,-1.9375877,-45.216255,-43.615196,122.0,41153228.70267167,17202.297576659945,6.488760279505236,b'NOT_AVAILABLE',183.4023803593454,-22.64887006064869,68.79565920885115,-8.614833638077991
101,101.0,3.30750421815152e+18,21179.0,,1.6353784107819336e+18,3.30750421815152e+18,629861.0,2015.0,68.10733969260235,0.214277330985547,13.11315576161937,0.10876331901725507,21.415918670176875,0.23923266373621543,104.59402450314914,0.22820759019970543,-18.434189197599252,0.13245044831373834,-0.034066454,-0.43535832,-0.29772717,0.122981265,-0.2828186,0.15367706,-0.31842408,-0.11089891,-0.029108305,0.12498019,150.0,150.0,148.0,149.0,2.0,1.0,0.068083555,0.37126106151002974,206.3161088133245,True,3.734655,6.327792,2.692674e-05,3.0,17.0,False,0.46783108,0.5359664,0.086462945,0.24029104,177.19284,3.2248518,-49.815395,40.43328,149.0,1140214.481416653,2236.143974596163,10.382303682573246,b'NOT_AVAILABLE',183.3057198857625,-22.99417159637203,68.44613926745714,-8.703013015046384
102,102.0,3.3129517485109074e+18,20978.0,,1.6353784107819336e+18,3.3129517485109074e+18,515514.0,2015.0,67.49099771266026,0.22118710019921806,16.67272265178268,0.14127292565699046,22.371931512904926,0.25402572405520213,106.80191403144913,0.11697686465812299,-28.273942445388805,0.06916602580825013,-0.2393484,0.21200374,-0.035532393,0.006670883,-0.50199884,0.009037436,-0.043011207,-0.011439284,-0.015011292,0.09427773,129.0,129.0,129.0,123.0,0.0,6.0,0.99888235,0.5107249519890794,261.0354307401271,True,5.0499763,3.6703384,2.1325766e-05,3.0,15.0,False,0.3467104,0.53910166,0.4163696,0.28080207,-137.12213,7.7423034,-46.01434,30.778181,127.0,4960739.045252239,4853.034878805343,8.785904108822017,b'NOT_AVAILABLE',179.88604546971357,-21.26443966527608,68.39607070902493,-5.0943162593366935
103,103.0,3.3127835575915653e+18,20661.0,,1.6353784107819336e+18,3.3127835575915653e+18,1201282.0,2015.0,66.40595649490527,0.6401128990453778,15.940914860495226,0.37646809611125215,20.870193673043637,0.72243741661171,106.88477283183482,0.05785761382015535,-25.069830603162032,0.03144586717478144,0.058576617,0.24980761,0.44878614,0.02661766,-0.2674632,0.023759894,0.48103732,0.112769276,-0.13215163,0.26296183,114.0,114.0,114.0,111.0,0.0,3.0,13.653893,2.2707494159005557,5565.299926221522,True,22.030943,0.18830158,2.1275226e-05,3.0,15.0,False,0.14882815,0.5082972,0.28035083,0.11989879,-133.0658,-7.423706,59.984375,-44.820515,129.0,49093980.55175837,22333.040907167513,6.2971994482690725,b'NOT_AVAILABLE',179.7920920490886,-22.534250737473283,67.24797316497754,-5.654195863439299
104,104.0,3.311148824319241e+18,20492.0,,1.6353784107819336e+18,3.311148824319241e+18,913204.0,2015.0,65.88519257286399,0.18298478289678796,14.670403556661467,0.11731968263585665,21.566241272541085,0.2436568794553544,109.26729280265567,0.15790556767024064,-17.964263945996073,0.11368646812595477,0.26404688,0.042912785,-0.3252167,0.10147941,0.37219122,0.012513546,-0.31600788,-0.12226988,0.016398646,0.045858473,79.0,79.0,78.0,76.0,1.0,3.0,3.4984674,0.2780009945888359,129.11817387053262,True,2.873987,11.887724,2.5653384e-05,3.0,9.0,True,0.3087888,0.58328193,0.37945828,0.2604534,98.398224,-17.148535,22.08462,-39.41883,76.0,4835973.105676324,8296.49346069528,8.813560371462604,b'NOT_AVAILABLE',180.51933001254082,-23.7255708691395,66.54251199851802,-6.826675053861573
105,105.0,3.3115142057775626e+18,19781.0,,1.6353784107819336e+18,3.3115142057775626e+18,25617.0,2015.0,63.60734023376441,0.24103377775773538,14.624975200111805,0.1460306483515774,20.55807381695676,0.2753948992441831,107.11582403340074,0.0875325719334392,-16.2992022359532,0.058471211302754546,0.09522401,-0.1210929,-0.014442771,0.03713586,-0.013223138,0.038316555,-0.046020586,-0.05980728,0.005947364,-0.035405543,121.0,121.0,121.0,116.0,0.0,5.0,14.363687,0.6497449498581919,292.88393877004404,True,6.37627,2.2186902,1.7553917e-05,3.0,16.0,False,0.14368144,0.45565712,0.10518872,0.30397186,146.70683,-3.7993662,21.789679,31.742807,136.0,8215642.8385153515,10419.179974720464,8.238166186927344,b'NOT_AVAILABLE',179.01148374022333,-25.451590346414825,64.34852735195203,-6.494923157386823
106,106.0,3.311024785663874e+18,20357.0,,1.6353784107819336e+18,3.311024785663874e+18,551825.0,2015.0,65.39542716508377,0.22312284949691585,14.409709345955884,0.16038590784433077,20.447622181884974,0.3541477025184494,104.22980079591738,0.04122336271273131,-19.132486891558152,0.029418405079343624,0.0838817,-0.034260932,0.15880674,0.020028166,0.5776974,-0.0017384186,0.1467916,-0.030463966,0.10933402,0.32590723,54.0,54.0,54.0,52.0,0.0,2.0,0.59605485,0.48674610630469817,185.2204369325784,True,4.822394,4.1279836,2.4191715e-05,3.0,8.0,True,0.51317686,0.4999154,0.6500716,0.26589078,122.30315,-6.1372237,32.005814,33.090397,60.0,41614231.97197582,46579.064481565816,6.476665354469954,b'NOT_AVAILABLE',180.4132265064934,-24.25784483501585,66.02812428803259,-7.0054326201340595
107,107.0,3.3140795038472873e+18,20563.0,,1.6353784107819336e+18,3.3140795038472873e+18,1687714.0,2015.0,66.07106830311133,0.3274501328150299,18.00279279614519,0.2079210299317736,21.755325288499023,0.40942170569127395,110.87971689488069,0.11964076034470186,-30.630358547137252,0.07393886731994229,0.120385334,-0.0141261015,-0.036744695,-0.087002665,-0.59561545,-0.03473042,-0.07673366,-0.08286846,-0.08641786,0.35515064,42.0,42.0,41.0,42.0,1.0,0.0,5.1271644,0.5709975620759714,307.06406546416355,True,5.6237645,2.9247081,2.503775e-05,3.0,5.0,True,0.7112075,0.6145568,0.6703932,0.23462565,-164.1505,-4.5947776,-58.739883,-2.7511988,42.0,2406710.604719096,9262.89742680107,9.571210384818578,b'NOT_AVAILABLE',177.8584955605783,-21.466547496895522,67.26346469837965,-3.5676479536349532
108,108.0,3.3141099122159944e+18,20899.0,,1.6353784107819336e+18,3.3141099122159944e+18,778610.0,2015.0,67.20171765278496,0.2181813454084904,17.28534991317966,0.13576339646001387,21.637134549684852,0.2774179774263922,108.69976022151363,0.06540929782609307,-28.414996894068167,0.03799304472190177,0.297153,-0.22005546,0.023095708,-0.023024611,-0.6228275,0.030797137,-0.0032014921,-0.097993776,-0.09330629,0.19810425,70.0,70.0,70.0,67.0,0.0,3.0,10.157268,0.3606139449665172,66.46167899106543,True,3.6353354,6.887838,6.7708056e-06,3.0,9.0,False,0.5633599,0.60143965,0.46222264,0.21389863,-157.39583,-6.086721,-53.82742,-17.795752,77.0,13850386.444634711,18579.406713577864,7.671115336398749,b'NOT_AVAILABLE',179.18879820437436,-21.093673669980916,68.2162521124548,-4.446437251542657
109,109.0,3.3105000780991365e+18,19808.0,,1.6353784107819336e+18,3.3105000780991365e+18,2019059.0,2015.0,63.71689121261905,0.5641290758812101,13.054861916776494,0.44633135916618977,21.77987119741429,0.6145329146317913,116.44979529264812,0.15512517893751063,-20.78277450109144,0.11976836046239883,0.65237546,-0.49200508,0.14403509,0.13868447,-0.48873308,0.1644047,0.14135903,-0.10806103,-0.04555279,0.38665,53.0,53.0,53.0,53.0,0.0,0.0,3.136115,1.2244980023356757,298.04070674465845,True,11.909963,0.62584823,2.3270739e-05,3.0,8.0,True,0.078733124,0.5518507,0.49545494,0.42252824,-48.841503,-32.364452,-11.299797,44.76793,53.0,1452978.5445707627,1982.4616857897975,10.119122060516892,b'NOT_AVAILABLE',180.42607000914197,-26.377758134072625,64.1724228307002,-8.058910471767968
110,110.0,3.3873816419649956e+18,24923.0,,1.6353784107819336e+18,3.3873816419649956e+18,257750.0,2015.0,80.10615248977018,0.23484544031161145,11.609760837563261,0.24137170312893555,18.131110359476626,0.28765696415485803,52.193111473620185,0.09938916089579734,-13.60115590435495,0.07057324530094197,-0.45140213,0.2807407,-0.038745996,-0.13744877,-0.66134906,-0.046971984,0.09657461,-0.036237005,-0.1507828,0.32877076,53.0,53.0,53.0,52.0,0.0,1.0,3.1746182,0.45730783585591256,161.56651064589417,True,4.5436635,4.3995833,2.0803333e-05,3.0,8.0,False,0.40203774,0.38313273,0.56770027,0.85695845,-90.5404,30.012861,-31.50886,42.157093,61.0,4918233.958086067,14146.874930522456,8.795247103642534,b'NOT_AVAILABLE',191.65013544857746,-14.206013523999246,80.11041768133131,-11.490507475211256
111,111.0,3.392446817156215e+18,23069.0,,1.6353784107819336e+18,3.392446817156215e+18,1520145.0,2015.0,74.45657292794874,0.14804781195839642,14.002114353109409,0.1812893622340354,18.340619353821246,0.25367766698292604,69.78302569970903,0.10954963792186272,-18.04583214639229,0.07796000588467601,-0.13631287,0.069633,0.057635695,0.09084325,-0.8008035,-0.011888231,0.020749988,0.08154605,0.007970215,0.3377269,75.0,75.0,74.0,73.0,1.0,2.0,0.2335032,0.2859185944876156,82.54502687898014,True,2.946051,10.817493,1.9679566e-05,3.0,9.0,False,0.52950335,0.41554195,0.78973234,0.7079128,-105.38022,20.62797,-28.86265,40.85853,74.0,5637172.205212374,5832.947632587597,8.647116809045187,b'NOT_AVAILABLE',186.41801653115064,-17.483554269408145,74.7533047741616,-8.618264680772782
112,112.0,3.3917120341516257e+18,23498.0,,1.6353784107819336e+18,3.3917120341516257e+18,823934.0,2015.0,75.78219163774249,0.21308213327914274,13.730595051409297,0.19516784424554565,18.81463984357652,0.28363773110621376,66.25565468722883,0.09825719178892021,-18.034261785365388,0.06313871195550684,-0.27893767,0.3487101,-0.054262187,-0.08427038,-0.64866394,-0.013467665,0.07335865,-0.027581425,-0.124847114,0.15955764,56.0,56.0,54.0,52.0,2.0,4.0,0.10512303,0.43127274841956464,137.6710197947481,True,4.297876,5.067257,2.1597007e-05,3.0,8.0,False,0.4454405,0.29264647,0.6123857,0.7003679,-64.06379,6.6355214,-32.773926,43.761234,60.0,5227155.057100005,3480.26946682291,8.729106606094671,b'NOT_AVAILABLE',187.4149585416648,-16.577222816786808,76.02031241651822,-9.021364461259925
113,113.0,3.4069430876948e+18,22654.0,,1.6353784107819336e+18,3.4069430876948e+18,1591696.0,2015.0,73.09839671164839,0.1970803942126719,18.996760694614665,0.14989545807537205,19.847276231107813,0.21675089900922168,79.24230951628802,0.2591471662801933,-35.212523402835686,0.16641546947042854,-0.32122913,0.33997592,-0.1569828,0.07199526,-0.4762983,0.0039805667,-0.18995337,0.09854187,0.08750197,0.09516448,87.0,87.0,85.0,85.0,2.0,2.0,8.543452,0.22887911312329162,54.781311389177944,True,2.4332895,15.480729,2.0575562e-05,3.0,10.0,False,0.3734865,0.38525915,0.49857205,0.69692916,-61.24816,16.077805,-31.580536,42.101967,86.0,1867839.3079963147,1399.4324525776642,9.846421287012673,b'NOT_AVAILABLE',181.39545038543068,-15.621804847807516,74.01347845734112,-3.509437081833161
114,114.0,3.4052200842572764e+18,22524.0,,1.6353784107819336e+18,3.4052200842572764e+18,1767917.0,2015.0,72.70262587134033,0.37036562753392693,16.210341606091454,0.25302687490291575,20.072462510089427,0.3313715437036775,83.0971629433241,0.042568290820280116,-26.25011664768468,0.027301580710573557,-0.62623596,0.14223965,0.334405,-0.24408203,-0.46530136,-0.21410719,0.3808804,0.042870797,-0.18560036,-0.09916622,44.0,44.0,44.0,42.0,0.0,2.0,1.9209125,0.5496507872884027,109.84663650308553,True,5.420292,3.2207708,1.0737273e-05,3.0,6.0,False,0.3389376,0.7331212,0.57992715,0.6884129,-126.56104,25.623877,-31.208109,35.12428,50.0,22701862.63270722,11745.649162322894,7.134616335183697,b'NOT_AVAILABLE',183.50151907867482,-17.579729198741507,73.30915974200106,-6.2323049502442345
115,115.0,3.4051137408643656e+18,22422.0,,1.6353784107819336e+18,3.4051137408643656e+18,789848.0,2015.0,72.38422977011992,0.17445418721884753,15.888636792820506,0.16913800203978005,20.87882240544266,0.240192687314661,86.74349538288861,0.06823394065525283,-25.500949162056656,0.04911150283431997,-0.37186834,0.3987383,0.06219433,-0.039496902,-0.69892514,-0.034473583,0.10908983,0.052188568,-0.08268116,0.2532577,78.0,78.0,78.0,75.0,0.0,3.0,7.56317,0.2975777688314814,42.12163058392778,True,3.0525842,9.420592,6.64191e-06,3.0,10.0,False,0.44961315,0.30593,0.6323153,0.67858666,-82.016365,9.120124,-34.974567,38.806458,81.0,15482312.218365842,6457.674924574616,7.550180510717507,b'NOT_AVAILABLE',183.5843282700157,-18.016655391955393,72.96463126091022,-6.514943072888457
