,index,source_id,hip,tycho2_id,solution_id,source_id_2,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_good_obs_ac,astrometric_n_bad_obs_al,astrometric_n_bad_obs_ac,astrometric_delta_q,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_primary_flag,astrometric_relegation_factor,astrometric_weight_al,astrometric_weight_ac,astrometric_priors_used,matched_observations,duplicated_source,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_variable_flag,l,b,ecl_lon,ecl_lat
20,20.0,4.806140559678771e+16,20890.0,,1.6353784107819336e+18,4.806140559678771e+16,1598037.0,2015.0,67.15552242282577,0.2718613387625762,19.740530557368167,0.1312869782306449,21.00615929291583,0.29950292751744845,102.71825242148034,0.06666776435168417,-38.125396627182155,0.04219948083790084,0.4002457,0.31014454,0.13421564,0.06600249,0.037103903,0.0601404,0.019975973,0.06161462,0.043820992,0.3637633,146.0,146.0,144.0,138.0,2.0,8.0,16.839308,0.6583030808801619,340.9191004080277,True,6.4582024,2.137285,1.5219667e-05,3.0,20.0,False,0.307336,0.6548107,0.44748694,0.30105656,178.75198,-13.840192,49.19669,-23.770893,167.0,7181019.699869102,8666.87581865746,8.384304768491521,b'NOT_AVAILABLE',177.14031291491443,-19.56385306709333,68.5529574945808,-2.013982310258204
21,21.0,4.900557684785408e+16,20130.0,,1.6353784107819336e+18,4.900557684785408e+16,428121.0,2015.0,64.7420609597224,0.2536956622340475,19.906549116605213,0.15066484724312257,21.736791339500595,0.27884298536811464,112.83407102772105,0.11176496032326574,-36.51782331793575,0.06568497704793896,-0.1088368,0.30487722,-0.008073189,-0.070475124,-0.39241892,-0.09330091,-0.057945237,0.011402331,-0.0400161,0.5485972,101.0,101.0,101.0,99.0,0.0,2.0,1.173352,0.5827101579807619,215.38553191812397,True,5.73551,2.8010209,1.6956245e-05,3.0,16.0,False,0.22868119,0.51882905,0.31002495,0.16872306,-93.393105,0.38325155,-48.404488,28.520641,134.0,7325910.741015578,10332.171969200777,8.362616006561591,b'NOT_AVAILABLE',175.42911611961793,-21.179181103019292,66.33847765110116,-1.4819481000452475
22,22.0,4.697543170591411e+16,19504.0,,1.6353784107819336e+18,4.697543170591411e+16,177272.0,2015.0,62.67704552404234,0.323791471305405,18.423125275304447,0.1669831058154071,21.31405516327457,0.35325243173475734,121.50192175021792,0.033874156392036045,-30.924596009740256,0.02164630413379015,0.12752743,-0.31689313,0.38136736,0.047053497,-0.29000667,0.055840462,0.28420717,-0.12868747,-0.08469456,0.1412944,125.0,125.0,125.0,121.0,0.0,4.0,11.815236,0.9364675081485474,315.785308333787,True,9.13122,1.1284134,1.6775484e-05,3.0,19.0,False,0.24062802,0.5715422,0.12048602,0.1440913,-165.73865,-1.4526005,-38.533695,21.963202,164.0,41598061.42578555,21818.20383151092,6.4770873341307365,b'NOT_AVAILABLE',175.22306999261698,-23.622262635396513,64.15559367267203,-2.5982529790157702
23,23.0,4.536705235289536e+16,19148.0,,1.6353784107819336e+18,4.536705235289536e+16,1838944.0,2015.0,61.567713765573686,0.22612259591987943,15.69803842299654,0.10901047809159779,21.341966648153992,0.2353954721888282,118.93398072592656,0.12337122392307973,-19.61680492427641,0.06771728013352461,0.07922918,-0.3115278,-0.08558856,0.040131573,-0.11814364,0.03992125,-0.06738825,-0.065917075,-0.011681752,-0.01464727,203.0,203.0,201.0,198.0,2.0,5.0,1.4316293,0.4905814616213093,117.75459730244131,True,2.1369607,3.8605845,5.4796446e-06,3.0,26.0,False,0.17566998,0.5889577,0.3625031,0.24849835,-22.454205,-2.7758389,-7.2364063,12.110075,220.0,13913679.506762678,8607.979306766938,7.666165075278755,b'NOT_AVAILABLE',176.67631030958697,-26.232679308133445,62.602128719673196,-5.077861196281108
24,24.0,4.734500505209088e+16,20146.0,,1.6353784107819336e+18,4.734500505209088e+16,1478143.0,2015.0,64.7838606657426,0.23051716274434975,17.524638378564774,0.13565423729425383,21.171446001499653,0.26104836438012735,113.07397492407321,0.0854898903031381,-27.78197254073612,0.05563156593409527,0.13014697,-0.11381804,-0.030984113,-0.02236399,-0.37871993,0.01407958,-0.08013504,-0.09073997,-0.058068577,0.036564592,87.0,87.0,87.0,83.0,0.0,4.0,2.5306492,0.44491126744939924,113.194480890181,True,4.4265404,4.629843,1.0497181e-05,3.0,15.0,False,0.24413273,0.552265,0.22581954,0.04792979,-144.54662,-4.509136,-45.397316,-44.27756,125.0,8355278.2000357425,4671.228226493851,8.219867776642559,b'NOT_AVAILABLE',177.39642657594413,-22.71072821735674,65.97263927805058,-3.835994619930384
25,25.0,4.754109607893338e+16,20350.0,,1.6353784107819336e+18,4.754109607893338e+16,1765306.0,2015.0,65.38493716942581,0.7048590653906207,18.41744921820288,0.30393046003513535,20.467775766734114,0.7614745710375117,110.61037904262614,0.043904906354701935,-31.865155861072132,0.025100364624298554,0.042801443,-0.06171129,0.6600855,0.010423378,-0.33408347,0.019364525,0.4858234,-0.050302457,-0.17962894,0.31057584,54.0,54.0,54.0,52.0,0.0,2.0,0.26745713,1.3606441157527271,281.1466520195086,True,13.225303,0.53847075,1.8504716e-05,3.0,9.0,True,0.11063766,0.7153359,0.22059922,0.24932766,-95.091736,-0.59679526,-39.88237,-15.032627,74.0,34835915.29844509,17414.93835792107,6.6697019990451665,b'NOT_AVAILABLE',177.06521318862298,-21.695854165444974,66.6874525711265,-3.0518416615536443
26,26.0,8479090076267264.0,13976.0,,1.6353784107819336e+18,8479090076267264.0,1206856.0,2015.0,45.01309578976287,0.25506904395310875,7.74984346314351,0.1501865812842919,42.38222956660651,0.2634207410840362,328.0551474479468,0.08420149344604687,21.15875875228578,0.06475587263657309,-0.1945717,0.42532015,0.14004578,-0.012923073,-0.18478899,-0.04139795,0.07005962,0.06771185,-0.011373925,0.42805597,61.0,61.0,61.0,61.0,0.0,0.0,1.6170428,0.38838107430390123,48.947206628213,True,3.8947775,5.8329873,5.9946456e-06,3.0,8.0,False,0.26678252,0.50713843,0.37978026,0.83809376,-78.27786,13.120287,-47.740604,26.596098,67.0,14194350.670126911,13439.25919684453,7.644481238264021,b'NOT_AVAILABLE',169.31115979395452,-43.24463521023789,44.84132971096757,-8.91938805841559
27,27.0,1.1037722353344384e+16,15563.0,,1.6353784107819336e+18,1.1037722353344384e+16,1030706.0,2015.0,50.12259973569017,0.20969069888715905,8.454475969788005,0.14752614306934875,31.649526547177665,0.23647049519751306,226.36758004602493,0.1460772602886899,5.920653287669486,0.10800332202527915,0.098002546,-0.3994887,-0.05038222,-0.012897051,-0.19650252,0.03986678,-0.0031717578,-0.12532598,-0.032146253,0.44912475,96.0,96.0,95.0,94.0,1.0,2.0,2.2291267,0.4094066316579269,172.9167846626133,True,4.0920615,5.5598793,1.991808e-05,3.0,11.0,False,0.1172614,0.27374434,0.3529986,0.750026,-114.42956,-4.303739,-28.706951,29.967266,96.0,3661479.7140315534,5553.674789918417,9.115628483026764,b'NOT_AVAILABLE',173.65397062532836,-39.31410647380197,49.967806604188034,-9.616493713855576
28,28.0,4.515989749077082e+16,19207.0,,1.6353784107819336e+18,4.515989749077082e+16,2023780.0,2015.0,61.755645171544856,0.2445489490517749,15.334947004992165,0.16261764863827943,22.370743771609547,0.2792157207568203,124.58982195651919,0.15247031586567117,-19.83597231416278,0.10502624743066413,0.1828403,0.12517637,-0.13831809,-0.01619669,-0.29935262,0.025360558,-0.16847914,-0.10038499,-0.011613841,0.010226772,81.0,81.0,80.0,79.0,1.0,2.0,0.8063795,0.5214174025139957,197.85732484967016,True,5.151597,3.3507652,2.0588166e-05,3.0,14.0,False,0.30132416,0.49523652,0.25191057,0.12818958,-39.928802,-14.652494,-22.58138,30.593567,114.0,1692009.774864446,2871.3627243736796,9.9537628946873,b'NOT_AVAILABLE',177.1130735944432,-26.33886435584893,62.71153973254524,-5.468701712568744
29,29.0,4.514220222551501e+16,19261.0,,1.6353784107819336e+18,4.514220222551501e+16,2000594.0,2015.0,61.925484387254194,0.5951878921318366,15.162692483725175,0.36244869552978093,22.568808438008844,0.6763899058732672,128.0539408504342,0.041325387487598245,-22.811694422708925,0.03291302986813401,0.11745105,-0.22120515,0.595229,0.054532193,-0.4016245,0.07073455,0.43875903,-0.13738158,-0.18238853,0.15641752,80.0,80.0,80.0,77.0,0.0,3.0,2.088392,1.7639411639554206,575.515986746816,True,17.125443,0.31705254,2.5150406e-05,3.0,12.0,False,0.16923466,0.5125959,0.2330812,0.19846305,-120.962204,-1.5009159,-27.598078,23.898237,100.0,66594895.0832488,111400.46432592381,5.966167716220653,b'NOT_AVAILABLE',177.3781692818832,-26.330175423590145,62.84057818372189,-5.66877037356874
30,30.0,4.578929917770035e+16,20019.0,,1.6353784107819336e+18,4.578929917770035e+16,1818650.0,2015.0,64.41276523564528,0.25654158223609225,16.947731169927582,0.11799771268235544,21.394769481045067,0.2680858050160695,115.39520739296054,0.08994391352651773,-27.235017425992673,0.059017459625032145,-0.0108078085,-0.55099094,-0.02363493,0.041430224,-0.13026512,0.029852508,-0.13612501,-0.09958226,-0.041040972,-0.009812672,96.0,96.0,96.0,88.0,0.0,8.0,62.004387,0.4428963474608998,169.12853910195744,True,4.4075184,4.5499916,1.0476831e-05,3.0,12.0,True,0.38234997,0.55664045,0.04066012,0.25820908,172.90065,6.7135744,24.434242,32.76983,105.0,9801347.57228949,9043.504466219825,8.046555588135998,b'NOT_AVAILABLE',177.62185597281973,-23.355245890623912,65.52360032808579,-4.343766434446993
31,31.0,5.029812148586112e+16,19082.0,,1.6353784107819336e+18,5.029812148586112e+16,2017524.0,2015.0,61.357499803378445,0.3634986586103756,19.442015782889708,0.11430231888181831,21.11162737268542,0.36269584685349776,122.02206644506794,0.24255486892185238,-32.63582365807811,0.15602047563291033,-0.07184755,-0.39218718,-0.2100645,0.055305697,0.19741738,-0.03539068,-0.33278683,-0.12323429,-0.15124772,0.06744655,101.0,101.0,101.0,97.0,0.0,4.0,2.1640968,0.5772871933317995,364.7402932104516,True,5.6837626,2.7421246,2.6863177e-05,3.0,15.0,True,0.3511337,0.8075245,0.45194802,0.48646316,0.10524857,0.07900013,-2.32756,1.6800743,122.0,829092.018674748,1623.2510402791854,10.728263227860243,b'NOT_AVAILABLE',173.4806352642304,-23.849992770822766,63.11904717857454,-1.3642047810066238
32,32.0,3.835467642857229e+16,18322.0,,1.6353784107819336e+18,3.835467642857229e+16,1520311.0,2015.0,58.75656549278651,0.2252121542178623,12.485543679223301,0.10923245977045383,21.822410949538025,0.24196057066682922,131.22188927065616,0.16714110929893694,-10.25424378924029,0.08124220976504513,0.12862682,-0.18140747,-0.1896762,-0.07487955,-0.049515497,-0.08238929,-0.11625629,-0.19343849,-0.095712595,0.14015424,115.0,115.0,115.0,113.0,0.0,2.0,3.9027596,0.39574548172679347,158.97449431290576,True,3.9638035,5.914168,2.1819389e-05,3.0,22.0,True,0.54727596,0.59990215,0.5687563,0.15553944,-15.262909,-4.858509,-9.324123,10.069214,172.0,2185447.3603109885,1545.937704006094,9.67591918800238,b'NOT_AVAILABLE',177.3156208378416,-30.408243330021907,59.269809764038854,-7.682969456822615
33,33.0,4.378976856692442e+16,17962.0,,1.6353784107819336e+18,4.378976856692442e+16,594853.0,2015.0,57.60458308608385,0.5024898077545402,17.246415749410815,0.12396756684424519,21.026231803965718,0.5154427162407539,127.10213623001007,0.0885151487652053,-22.28405018570609,0.04034393971769073,0.16775149,-0.87710536,0.13758567,0.026454257,-0.24270281,0.07581925,0.039119475,-0.15220225,-0.013876663,0.20592603,35.0,35.0,35.0,35.0,0.0,0.0,4.207629,0.3648028921647287,35.414661373941634,True,3.6743858,6.7932844,1.4002963e-05,3.0,6.0,True,0.41386175,0.54162127,0.26581162,0.51722765,170.83037,4.081197,-11.20251,20.741005,49.0,3626964.802187332,12102.122789024474,9.125911711345193,b'NOT_AVAILABLE',172.48304393190276,-27.936878001443958,59.18420282715735,-2.79446398144669
34,34.0,4.556750706654605e+16,19263.0,,1.6353784107819336e+18,4.556750706654605e+16,507580.0,2015.0,61.93052740423564,0.21684361231031907,16.518686165923555,0.1222889459140009,21.93915011447843,0.24464613132875213,122.33209009181626,0.16884918238409044,-24.94698882793528,0.11762038235020685,0.28887793,0.22389896,-0.08352157,0.11074194,-0.07512145,0.06231004,-0.13956773,0.015425421,0.1399738,0.17372751,55.0,55.0,54.0,55.0,1.0,0.0,0.7325429,0.2716734206219581,54.38697283426002,True,2.816573,11.786116,2.0714899e-05,3.0,8.0,True,0.53980243,0.5959383,0.45318612,0.10984174,-11.133989,-16.819483,-9.096381,-31.622166,67.0,2540608.024388436,2502.0907703195344,9.512425900207713,b'NOT_AVAILABLE',176.25540465586033,-25.425565485533326,63.101141812245146,-4.337842687737406
35,35.0,4.762026091659238e+16,20056.0,,1.6353784107819336e+18,4.762026091659238e+16,2020762.0,2015.0,64.50815247322608,0.8018199470968588,18.25667438794362,0.3636700797010479,21.28548504771379,0.47131754820670213,113.15726722810874,0.05625606585639797,-31.2974818832853,0.03313047516573757,-0.7063482,-0.37493175,0.5986223,-0.29798985,0.046212107,-0.4206355,0.42506275,-0.20771232,0.03502845,-0.23478961,32.0,32.0,32.0,31.0,0.0,1.0,6.3649817,0.784526921554496,35.52782355970394,True,7.6691566,1.5988892,5.53282e-06,3.0,4.0,False,0.40126735,0.84919035,0.13715963,0.5022474,-163.84796,22.036695,-45.0673,25.75598,35.0,19260514.514468025,22348.551227719523,7.3131003527402605,b'NOT_AVAILABLE',176.6105155381946,-22.431337510253073,65.83878552181919,-3.0699233591969497
36,36.0,4.923166392858534e+16,20349.0,,1.6353784107819336e+18,4.923166392858534e+16,1300729.0,2015.0,65.38233901811181,0.35161360074803855,21.039727254143237,0.2347253348515391,20.898653787749755,0.3685244777503382,104.83877157669313,0.0401972298217514,-35.98541886320323,0.026740198811604877,-0.21270853,0.088987984,0.35310236,-0.08430662,-0.45173723,-0.09920155,0.33301857,0.03716027,-0.15829498,0.5004141,55.0,55.0,55.0,52.0,0.0,3.0,1.7160296,0.7819617760029145,242.0115747198544,True,7.644508,1.5886232,1.8709137e-05,3.0,10.0,False,0.35387394,0.5061706,0.3174328,0.3183028,-137.97089,9.520085,-50.819454,30.495764,81.0,35119572.70195515,22610.114289241017,6.660897005771886,b'NOT_AVAILABLE',174.9427553607568,-19.980610836786983,67.12000880706358,-0.46544431468366604
37,37.0,4.936508279238682e+16,19870.0,,1.6353784107819336e+18,4.936508279238682e+16,603389.0,2015.0,63.927308774454005,0.3551060124420455,20.819651183487238,0.13325503385032736,19.869505055208577,0.31618234950328533,109.623843777029,0.05700897372559333,-35.15067443556937,0.03534105278313094,-0.1818309,-0.38207793,0.23585191,-0.013708109,-0.2833772,-0.07387778,0.052238327,-0.090561256,-0.035742834,0.28320116,62.0,62.0,62.0,59.0,0.0,3.0,3.5595698,0.4568563138438087,77.69724395441317,True,4.539395,4.1650023,6.966548e-06,3.0,9.0,True,0.44074374,0.76963437,0.32017446,0.24137096,-162.53688,9.112742,-47.57199,7.274449,78.0,14789363.73607707,13697.734646775549,7.5998963380867615,b'NOT_AVAILABLE',174.1532066641955,-21.142034586927167,65.74331699651296,-0.45089270675842513
38,38.0,5.032729290351014e+16,18946.0,,1.6353784107819336e+18,5.032729290351014e+16,606047.0,2015.0,60.91320847306402,0.2941960260856317,19.454873631354282,0.07927887685112844,20.85894618338443,0.2637912240342751,122.1538294970969,0.17681962016500413,-33.416466111776174,0.11929007652934227,-0.29388663,-0.7751906,-0.21631831,0.13841273,0.22849485,0.047895033,-0.30439818,-0.036348227,-0.1567508,0.019304989,117.0,117.0,116.0,113.0,1.0,4.0,1.6826361,0.3176875461071857,204.55005748473954,True,3.237364,9.037693,2.7431917e-05,3.0,16.0,True,0.15057194,0.685632,0.5763489,0.35385475,2.5534601,4.8334117,-2.2615843,12.829462,134.0,2135558.4366007657,3875.082780169816,9.70099141435848,b'NOT_AVAILABLE',173.15557104151532,-24.145776819996904,62.71026857744411,-1.2711187601619918
39,39.0,4.79654388478336e+16,20614.0,,1.6353784107819336e+18,4.79654388478336e+16,927923.0,2015.0,66.23848292942128,0.6487352873290039,19.04186487485938,0.4250032125087626,20.283102946324806,0.752363892942154,105.18829899466111,0.03702790731637879,-34.4853998054698,0.023760772502574034,-0.030630818,0.11750992,0.7366587,-0.020775171,-0.4949579,-0.025323696,0.74365777,0.09034155,-0.36719906,0.17152531,96.0,96.0,96.0,94.0,0.0,2.0,76.12083,2.1658006891286345,3749.1276615489564,True,21.014874,0.20962705,3.647614e-05,3.0,16.0,False,0.39373893,0.49612036,0.4144587,0.11663289,-141.71167,-0.27332652,-52.54834,35.900154,136.0,72728719.22268102,139754.5406641807,5.870505214925011,b'NOT_AVAILABLE',177.11663917962977,-20.675555989784833,67.58793560595267,-2.5677020117088984
40,40.0,4.775247718922918e+16,20255.0,,1.6353784107819336e+18,4.775247718922918e+16,245667.0,2015.0,65.10510793050842,0.74089346402027,18.742499843360264,0.39156856829587844,22.914261392283017,0.6960547723061815,113.6953417718778,0.04043895975975717,-34.214108716949966,0.024139053966665967,-0.33410215,0.32186475,0.7674472,-0.22760549,-0.22906825,-0.25993332,0.6717713,0.24865387,-0.15517104,-0.06584503,77.0,77.0,77.0,76.0,0.0,1.0,1119.7925,1.9481072307464105,3529.713472897443,True,18.907633,0.2629319,3.823181e-05,3.0,15.0,False,0.1040207,0.5920019,0.18682504,0.36234236,-51.98541,12.027392,52.82296,27.253548,126.0,64786137.779874414,103868.20453846584,5.99606483812002,b'NOT_AVAILABLE',176.61384646728942,-21.685353163354325,66.47987237737539,-2.6871076787062247
41,41.0,5.254823767209139e+16,19934.0,,1.6353784107819336e+18,5.254823767209139e+16,1220495.0,2015.0,64.13996031447653,0.21613599292765306,21.9073076423004,0.12218301824018837,19.563461653182525,0.24582266893120347,104.68007266597787,0.09976337784868815,-38.405610528056165,0.07392829942208004,0.04108796,0.21621177,-0.034295004,-0.06740226,-0.37881127,-0.087015174,-0.15090054,-0.010409001,-0.032500334,0.43161544,134.0,134.0,134.0,130.0,0.0,4.0,1.850591,0.43187402585191187,220.30187833258248,True,4.3035436,4.8342385,2.0355768e-05,3.0,17.0,False,0.2562137,0.57394403,0.35647854,0.008300574,-85.33301,-4.0066004,-41.393524,36.065735,148.0,4602028.405608085,5593.224008426704,8.86739682637883,b'NOT_AVAILABLE',173.4334523936049,-20.265147881501246,66.12776575684883,0.5856486693395739
