,id,hip,ra_leao,dec_leao,m/r,e_m/r,gr,c,gr+c,drv_m02,drv_m02_gr,drv_m02_gr+c,drv_g17,drv_g17_gr,drv_g17_gr+c,sptype,vmag,(b-v),e_(b-v),rv_p98,erv_p98,rv_m02,erv_m02,rv_g17,erv_g17,rv_harps,erv_harps,fwhm,s/n,flag,|r-rc|,e|r-rc|,v_alpha,ev_alpha,v_delta,ev_delta,cr,rv_harps_gr+c,rv_g17_cr,drv_g17_gr+c+cr,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,angular_distance,number_of_neighbours
42,55,21261,68.4251,19.0139,1.102,0.06,699,-234,465,273,-426,-192,388,-311,-77,--,10.74,1.197,0.004,41.43,0.15,39.89,0.6,39.77,0.16,40.1629,0.0015,8.1,69,1,2.20,0.53,22.578,0.271,-7.616,0.094,-67,39.6981,39.71,-9,1635721458409799680,Gaia DR2 3410453484725565312,3410453484725565312,458364843,2015.5,68.42515255188813,0.08897752984228599,19.01388862485241,0.05572485172365838,20.922137633097442,0.0694530287911936,301.24155,100.31371378865707,0.16184018083472435,-33.80792170565856,0.13934164152557346,0.8299953000000001,0.51132786,-0.5928682,-0.6124628000000001,0.36149347,-0.61425656,-0.80357355,-0.10040417,-0.17697017,0.75499743,221,221,215,6,7.692845299999999,409.3595,0.0,0.0,31,True,338.56183,1.4909463154887703,0.00890757602494242,0.21590722,25,9,0.12219537,0,28,True,226,1471075.1343460958,903.9707833329448,1627.3481,10.269279,25,571705.4221004238,1121.1881709656166,509.9103,10.958457000000001,25,1270475.9469912956,2315.321578940128,548.72546,9.502004,1.2522687,0,1.4564533000000002,0.68917847,0.76727486,40.16552131451478,0.7872523775913984,5,4500.0,4.5,0.0,NOT_AVAILABLE,178.54162472439774,-19.10120437316917,69.62866712479683,-2.9125916888658345,100001,4565.955,4422.3,5081.282999999999,0.23800000000000002,0.0283,0.6316,0.132,0.0279,0.2993,200111,0.65128756,0.52588314,0.694288,0.16609891,0.16538809,0.16680972,http://geadata.esac.esa.int/data-server/datalink/links?ID=3410453484725565312,,0.005035699494601394,1
43,56,21723,69.9628,12.7284,1.129,0.061,716,-237,478,599,-116,121,717,1,239,K5,10.04,1.073,0.005,42.5,0.19,41.08,0.6,40.96,0.17,41.6793,0.001,7.9,89,1,5.73,0.39,20.787,0.212,-3.275,0.041,-248,41.2011,40.71,486,1635721458409799680,Gaia DR2 3307992336891315968,3307992336891315968,1607727358,2015.5,69.96283830990222,0.04006880054578235,12.728408624130592,0.02189820418812391,22.889638920273576,0.04922712937863717,464.98015999999996,102.51448409636612,0.08244502196913442,-16.181899099666495,0.04256848677535522,0.017968629,0.29642009999999996,-0.24488725,0.0039603137,-0.2056656,0.10410461,-0.7180758,-0.023667833,0.35787377,-0.34472167,353,353,340,13,7.1636243,555.8067,0.0,0.0,31,True,280.8966,1.504894877305473,0.006086425958328996,-0.046536617,40,14,0.051508475,0,43,True,343,2580450.819850327,1147.1152238299655,2249.5132,9.659127,39,1094886.9447832229,1646.6210486991736,664.9295,10.252965,40,2089774.1032366608,2217.165823391684,942.54297,8.961672,1.2341491000000002,1,1.2912931,0.59383774,0.6974554000000001,41.408660447653645,0.3378850180091098,9,5000.0,4.5,0.25,NOT_AVAILABLE,184.8130594370921,-21.77911740619789,70.20207714997308,-9.344346142989401,100002,4809.8467,4707.59,4899.7563,0.192,0.0106,0.3841,0.0785,0.0067,0.183,200111,0.68313855,0.65829766,0.71313876,0.22502835,0.22435318,0.22570352,http://geadata.esac.esa.int/data-server/datalink/links?ID=3307992336891315968,,0.0021396268010068194,1
44,57,22177,71.5787,3.6364,1.0759999999999998,0.071,682,-237,444,190,-492,-254,310,-372,-134,--,10.92,1.2770000000000001,0.005,43.16,0.25,41.71,0.6,41.59,0.17,41.9002,0.0021,7.5,50,1,11.46,0.27,19.972,0.230,2.846,0.044,-160,41.4557,41.43,26,1635721458409799680,Gaia DR2 3281064262038614912,3281064262038614912,328213377,2015.5,71.57870950551806,0.03052658026933539,3.636393950118922,0.022051018208741127,22.143765395169453,0.04137256950347816,535.2282,93.36575992202036,0.06382191686544128,13.294607074643714,0.04721315442743889,0.14142875,0.04403478,-0.35981938,-0.0141147645,-0.22283846,0.048753805,-0.665601,0.17442153,0.39781323,-0.11981592,322,322,314,8,5.879797,478.53592000000003,0.0,0.0,31,True,337.08008,1.4603130585791309,0.0064861790437770435,0.04657383599999999,36,14,0.041858207,0,36,False,311,1314958.8607531432,423.38167483235486,3105.8474,10.391086,36,484173.6020298767,409.14120165840944,1183.39,11.138885499999999,36,1181537.805584397,979.3099910595197,1206.5004,9.580801,1.2667403,0,1.5580844999999999,0.7477999,0.8102845999999999,41.769501450383466,0.4703160570842693,9,4500.0,4.5,0.0,NOT_AVAILABLE,193.98896202924743,-25.611049443704385,70.56823063049373,-18.568836745586786,100001,4283.8896,4239.2970000000005,4380.7075,0.5117,0.054000000000000006,0.8101,0.22899999999999998,0.0459,0.3951,200111,0.7028734999999999,0.67214847,0.7177382,0.14990018,0.14949194,0.15030843,http://geadata.esac.esa.int/data-server/datalink/links?ID=3281064262038614912,,0.0017510602073955318,1
45,58,22253,71.8595,23.0508,1.123,0.084,712,-248,463,216,-496,-247,324,-388,-140,K2III,10.69,1.112,0.004,41.78,0.23,40.4,0.6,40.29,0.16,40.6158,0.0014,8.3,71,1,10.21,1.10,20.371,0.333,-10.645,0.174,181,40.1526,40.47,-320,1635721458409799680,Gaia DR2 3413146914550583680,3413146914550583680,54610400,2015.5,71.85948614227237,0.04271025680306166,23.050744671369802,0.03170149115186521,18.153689130930672,0.05435647972320285,333.9747,78.89660579125507,0.09528295860932567,-41.34299687393228,0.05961786235687042,-0.09487019,0.011633238999999998,-0.21330203,0.10499309,-0.531808,0.14216477,-0.64460737,0.02916233,0.5066135,-0.24683161,182,182,180,2,2.1686447,218.01495,0.0,0.0,31,True,342.5061,1.5142329868815076,0.00953527028525284,-0.09462984,21,11,0.057905275,0,21,True,182,1425995.6120905553,1406.4457949856894,1013.90015,10.30307,20,589644.8059903778,1969.7153194068203,299.35535,10.924911999999999,19,1181485.0032374258,3589.234220797405,329.17467999999997,9.58085,1.2420303999999998,1,1.3440628000000001,0.6218424,0.7222204000000001,40.61404650592854,0.5559336459288152,9,4500.0,3.0,0.0,NOT_AVAILABLE,177.33697850645697,-14.077926826150373,73.35096991800955,0.6538395559108411,100002,4604.4,4484.6,4763.955,0.19399999999999998,0.0195,0.4071,0.1105,0.0099,0.205,200111,0.72167736,0.67414576,0.7607495,0.21089825,0.21002329999999997,0.2117732,http://geadata.esac.esa.int/data-server/datalink/links?ID=3413146914550583680,,0.0016158277114092952,1
46,59,22271,71.9247,26.1499,1.109,0.051,703,-224,478,-200,-903,-678,-94,-796,-572,K7III,10.61,1.1740000000000002,0.005,40.3,0.17,39.76,0.6,39.65,0.16,39.5603,0.0013,7.2,70,1,8.46,0.34,25.545,0.357,-18.881,0.263,-70,39.082,39.58,-502,1635721458409799680,Gaia DR2 154257259425702144,154257259425702144,492116971,2015.5,71.92471200092822,0.05557792658081398,26.149867387117528,0.029341102835557343,21.003015728912086,0.054450981376022334,385.72336,113.23449630612404,0.1219038901103151,-83.79024359111622,0.047000903877607816,-0.32040507,-0.1446682,-0.65767115,0.28994116,-0.028690625,0.32963195,-0.83300835,0.38548574,0.22476302,-0.29840170000000005,350,350,340,10,6.539467,533.47064,0.0,0.0,31,True,311.4497,1.4945217742232892,0.006637490937520505,-0.12563010000000002,39,12,0.078002766,0,42,False,342,1639165.9406365284,607.5860172364797,2697.8335,10.151809,41,645919.0058928082,520.4942876704765,1240.9723,10.825942999999999,38,1403351.915765926,1046.5705743827018,1340.9052,9.394003999999999,1.2501912,1,1.4319391000000001,0.67413425,0.7578049,39.4104878128598,0.255833826233046,16,4500.0,4.5,0.0,NOT_AVAILABLE,174.88154754873867,-12.105876324276204,73.79366374938333,3.7218082826821113,100002,4495.06,4394.61,4589.8,0.184,0.0549,0.5987,0.111,0.027000000000000003,0.3015,200111,0.7163651999999999,0.68709695,0.7494883000000001,0.18875815,0.18809612,0.18942018,http://geadata.esac.esa.int/data-server/datalink/links?ID=154257259425702144,,0.0046849378971614035,1
47,60,22654,73.0984,18.9968,1.129,0.075,716,-248,468,216,-500,-252,322,-394,-146,K0,10.29,1.07,0.015,42.88,0.25,41.48,0.6,41.37,0.17,41.6956,0.0012,8.2,76,1,6.42,0.60,18.927,0.216,-8.410,0.100,35,41.2276,41.41,-180,1635721458409799680,Gaia DR2 3406943091991364608,3406943091991364608,768255886,2015.5,73.09840829038781,0.039849019269981814,18.996755717416807,0.024108394479946445,19.67398541616727,0.046746636521956986,420.8642,79.12836011672617,0.08233815815784294,-35.21822960121931,0.045609451746980216,-0.08843075,0.34496197,-0.13483804,0.07635681,-0.22670187,0.062459473,-0.7766929,-0.069150105,0.41087615,-0.23138429,344,344,340,4,5.8180976,508.41083,0.0,0.0,31,True,274.05646,1.5245346046909185,0.005598970820095827,-0.119391955,39,12,0.051379985999999996,0,41,True,340,2006500.479799395,853.9316207664352,2349.7202,9.932267,39,855262.7660654971,1081.6945688508963,790.6694,10.521139,37,1617201.495754148,1294.6514112483674,1249.1405,9.240008999999999,1.2322271,0,1.2811298,0.58887196,0.6922579000000001,41.42562848024919,0.25567832289421044,6,4500.0,4.5,0.25,NOT_AVAILABLE,181.3954613182878,-15.621799036254554,74.01348877441205,-3.5094432939874434,100001,4715.11,4593.33,4789.815,0.1953,0.008,0.4684,0.0937,0.0046,0.2379,200111,0.7395098000000001,0.71662194,0.7792418000000001,0.24352853,0.24271256,0.24434450000000002,http://geadata.esac.esa.int/data-server/datalink/links?ID=3406943091991364608,,0.0015513023863265546,1
48,61,23312,75.204,4.7332,1.137,0.106,721,-309,412,110,-611,-302,226,-495,-186,K2,9.71,0.9570000000000001,0.047,42.21,0.4,42.94,0.6,42.82,0.17,43.0503,0.0007,7.6,110,1,13.71,0.28,17.892,0.223,2.455,0.040,96,42.6378,42.92,-282,1635721458409799680,Gaia DR2 3239389683266590208,3239389683266590208,629758326,2015.5,75.20400721514447,0.03147688270775477,4.733154805312113,0.022412818893279483,19.206843055389427,0.03800915450147331,505.3215,72.56718341392458,0.07087904350300805,9.990153284876175,0.04381867494758965,0.07861111,0.15073314,-0.28420009999999996,0.09122107,0.053596300000000006,0.20509937,-0.70973146,0.055467125,0.13394032,-0.11505022,365,365,362,3,2.9918058,442.28967,0.0,0.0,31,True,244.69563,1.5472839301050578,0.0052899332567556715,-0.042595845,41,14,0.047082026,0,43,True,355,3139808.85168065,1214.8518198602428,2584.52,9.446108,42,1462841.9452056088,2085.1002282490062,701.56915,9.938395,39,2349831.958936275,3435.98455291999,683.8889999999999,8.834328,1.2143012,1,1.1040668,0.49228668,0.61178017,43.19296657672754,0.23179535362458345,12,4750.0,4.5,0.0,NOT_AVAILABLE,195.07618350333743,-21.966045132200453,74.48607561334894,-17.91281718465283,100002,5005.4,4955.0664,5059.76,0.054000000000000006,0.008,0.22699999999999998,0.023,0.0049,0.121,200111,0.8096561,0.7923524000000001,0.82618856,0.37072426,0.36962572,0.3718228,http://geadata.esac.esa.int/data-server/datalink/links?ID=3239389683266590208,,0.0020579283368329353,1
49,62,13806,44.4454,29.6613,1.1320000000000001,0.037000000000000005,717,-318,399,-484,-1201,-883,-362,-1079,-761,G5,8.92,0.855,0.008,26.62,0.21,26.86,0.57,26.74,0.12,26.3762,0.001,8.6,99,BY,19.09,0.35,36.991,0.409,-8.925,0.099,-188,25.9768,26.55,-573,1635721458409799680,Gaia DR2 129070265532645888,129070265532645888,1629151934,2015.5,44.44539811314836,0.045695594117119584,29.661268569774254,0.03202649468072979,24.07662812681027,0.04549368340173235,529.23016,187.47689160055774,0.0955217963491602,-45.13271528816744,0.07577579493077226,-0.026764719,0.1604445,-0.20847139,-0.16338256,-0.122278675,-0.14021549,0.083929546,0.11713038,0.10417164,0.12929878,125,125,119,6,8.10778,284.25043,0.0,0.0,31,True,158.68071,1.5518955617739163,0.011350338240485524,-0.17948715,14,8,0.060465172000000005,0,27,False,204,6405816.75254538,2778.299122506616,2305.6614,8.671928999999999,25,3083415.570107543,4522.401666362914,681.8093,9.128808,25,4644646.109406748,6386.78871301552,727.2272,8.094539,1.2064131,0,1.0342693,0.45687866,0.5773906999999999,26.18883320536701,0.5096336952418677,5,5250.0,4.5,0.0,NOT_AVAILABLE,153.26147802810715,-25.6673784405162,50.594886532076906,12.239465526909466,100001,5152.5,5087.95,5280.0,0.057999999999999996,0.0,0.2866,0.0353,0.0,0.1341,200111,0.85831326,0.8173611,0.8802299000000001,0.46779796,0.46653602,0.46905990000000003,http://geadata.esac.esa.int/data-server/datalink/links?ID=129070265532645888,,0.0028501430224766237,1
50,63,13976,45.0131,7.7498,1.137,0.06,721,-292,429,323,-397,-106,467,-253,38,G5,7.97,0.9259999999999999,0.015,28.35,0.18,28.6,0.57,28.46,0.14,28.9233,0.0003,7.8,119,BY,26.74,0.15,36.693,0.228,2.367,0.016,-663,28.4944,27.79,701,1635721458409799680,Gaia DR2 8479094371605632,8479094371605632,979956327,2015.5,45.013141699523175,0.057631611124980435,7.749846304857527,0.04778060981966587,42.03587955626632,0.06675138527122569,629.7379,327.90280939345257,0.09644925914836308,21.242364042037398,0.09289798429331823,0.38326317,0.53090143,0.1259038,0.22936866,0.15185395,0.24198338,0.31349936,0.22433427,0.09398702,0.38775557,115,115,113,2,3.5726302000000003,168.57684,0.0,0.0,31,True,72.861664,1.5398701380949282,0.015034313778190866,0.01936688,13,8,0.06534809,0,13,False,112,15558716.83433788,10331.679291069358,1505.9233,7.708431200000001,13,7136181.511836782,29147.089300547992,244.83342000000002,8.217724,13,11491124.009471025,68658.95249573607,167.36526,7.111014,1.1972263,0,1.10671,0.5092926,0.59741735,28.636632993185657,0.1301088478025774,9,5000.0,4.5,0.0,NOT_AVAILABLE,169.31120470307368,-43.244603472420934,44.84137467213566,-8.91939828303886,100001,5004.25,4989.3335,5050.0,0.033,0.0109,0.292,0.0237,0.006,0.183,200111,0.8239955,0.8091333,0.8289298,0.38361922,0.3827955,0.38444293,http://geadata.esac.esa.int/data-server/datalink/links?ID=8479094371605632,,0.004195702167508862,1
51,64,19786,63.6141,12.4353,1.08,0.071,684,-514,171,-162,-846,-333,-31,-715,-201,G0,8.05,0.64,0.001,39.32,0.14,38.57,0.6,38.44,0.16,38.4077,0.0011,9.7,122,BY,4.71,0.40,26.017,0.340,-2.959,0.041,-57,38.2372,38.38,-144,1635721458409799680,Gaia DR2 3304412601908736512,3304412601908736512,1680058064,2015.5,63.61406676319081,0.07901978550430337,12.435258318524122,0.035756215392124764,21.130521340565494,0.07484332330359987,282.33008,114.79535345147688,0.2243044353517083,-13.082494339779696,0.1065615258991381,0.2351534,-0.34577507,-0.628652,-0.17191786,-0.28560647,-0.20881447,-0.3920111,0.37711978,0.28049752,0.13878132,147,147,145,2,5.8946695,262.59958,0.0,0.0,31,True,64.48207,1.6160575059964717,0.011561483638797066,-0.10887916,18,8,0.12901132,0,25,False,186,13303677.97866866,10929.53965909968,1217.2222,7.8784366,21,7119950.618271822,15828.92385448809,449.80637,8.220196000000001,19,8692803.127532393,13062.236838150156,665.49115,7.4140205,1.1886002,0,0.80617523,0.3417592,0.46441603,38.31881345430109,0.2179618246657341,10,6000.0,4.0,0.25,NOT_AVAILABLE,180.88937271775814,-26.84934546112495,63.96098782750674,-8.650692769823692,100001,5827.6997,5755.8247,5904.75,0.062,0.0313,0.1801,0.0323,0.0129,0.0961,200111,1.0625503,1.035001,1.0892528000000001,1.1732278999999999,1.1679118999999998,1.1785438999999998,http://geadata.esac.esa.int/data-server/datalink/links?ID=3304412601908736512,,0.0004809491204219458,1
52,65,19793,63.6352,23.5747,1.0859999999999999,0.057,688,-520,168,321,-367,153,444,-244,276,G3V,8.05,0.657,0.006999999999999999,38.21,0.23,37.31,0.59,37.19,0.15,37.6314,0.0011,10.0,138,BY,6.00,0.20,25.597,0.290,-10.319,0.117,-147,37.4633,37.04,423,1635721458409799680,Gaia DR2 149005270337201792,149005270337201792,1042377868,2015.5,63.63520669480864,0.048247058325791715,23.57473657707079,0.02506666714928629,21.828243043191804,0.05083433715302076,429.39957000000004,119.94955604982604,0.10065806538795104,-48.151222042294776,0.07563551246162087,0.31956568,0.35720772,-0.33802667,0.23470412,0.25004777,0.08102441,-0.38568258,0.064637855,0.17385241,0.16190018,352,352,350,2,9.240312,648.0796,0.0,0.0,31,True,71.59270500000001,1.6077200336579471,0.00709298273961584,0.05647362,40,11,0.06222868,0,42,True,356,13253659.153158907,4474.834025314854,2961.8213,7.882526400000001,40,7038238.315996474,7616.454741345307,924.08325,8.232728,39,8714372.266403083,7992.233022561391,1090.3551,7.4113297000000005,1.1885481000000002,0,0.82139826,0.35020159999999995,0.47119665,37.468039342141275,0.15153428320018586,19,5750.0,4.5,0.25,VARIABLE,171.79371198901197,-19.47838991829721,65.96143203855155,2.30882962346393,100001,5750.0,5733.5,5849.6665,0.09,0.017,0.2151,0.0495,0.0076,0.106,200111,1.0570457,1.0213326999999999,1.0631385,1.1004076999999999,1.0968813999999998,1.103934,http://geadata.esac.esa.int/data-server/datalink/links?ID=149005270337201792,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=149005270337201792,0.005566219478325635,1
53,66,19934,64.14,21.9073,1.126,0.042,714,-353,361,419,-294,58,544,-170,183,K0V,9.14,0.813,0.002,38.46,0.19,37.8,0.59,37.68,0.16,38.2191,0.0006,7.5,136,BY,6.41,0.55,25.365,0.320,-9.306,0.118,56,37.8582,37.73,127,1635721458409799680,Gaia DR2 52548241968465408,52548241968465408,394196530,2015.5,64.13997593960427,0.04054580817940456,21.907302143121285,0.02255095052958597,19.57077478571847,0.04228918632035465,462.78435999999994,104.83075024963988,0.0933032028479809,-38.40354681250076,0.07098118005730122,0.4789589,0.16302498,-0.4238437,-0.055134203,-0.0030855946000000003,-0.17878899,-0.5697766,0.07506084,0.30729046,0.36320084,422,422,412,10,10.219413000000001,772.71045,0.0,0.0,31,True,243.34799999999998,1.5826838465224944,0.005928112303998139,0.07784059,48,10,0.06415086,0,50,True,435,5083085.561626972,1695.6362783011264,2997.745,8.923047,48,2515788.8517988487,3135.0794432553444,802.4642,9.349703,49,3600202.2009314043,2947.999127197122,1221.2358,8.371102,1.2032044,1,0.9786004999999999,0.42665577,0.55194473,38.12216736501637,0.16579827110551654,12,5500.0,4.5,0.25,VARIABLE,173.43346712330566,-20.26514084847263,66.12777908032085,0.5856407382420146,100002,5291.725,5083.532999999999,5446.5,0.126,0.016,0.264,0.0693,0.0177,0.11599999999999999,200111,0.8820239,0.8326065999999999,0.9557483,0.54959714,0.5478791999999999,0.55131507,http://geadata.esac.esa.int/data-server/datalink/links?ID=52548241968465408,http://geadata.esac.esa.int/data-server/data?RETRIEVAL_TYPE=epoch_photometry&ID=52548241968465408,0.003760088826923171,1
54,67,20082,64.5808,16.0882,1.137,0.067,721,-283,438,249,-472,-190,374,-347,-64,K3V,9.57,0.98,0.005,39.64,0.08,38.72,0.6,38.59,0.16,38.9685,0.0008,7.4,98,BY,2.54,0.53,25.392,0.258,-5.003,0.060,-153,38.5304,38.44,89,1635721458409799680,Gaia DR2 3312281669189449472,3312281669189449472,343117694,2015.5,64.58083132608715,0.038452608227306805,16.088230860678596,0.024558227368018517,22.13534926959188,0.04207560167996648,526.08514,119.01426338614509,0.08820680508848605,-23.332981233975488,0.06492115599749243,0.20850939,0.20672265,-0.34958327,0.022133202999999997,-0.020091278,-0.03962738,-0.4295857,0.25318637,0.12527788,0.25399572,215,215,212,3,8.215494999999999,422.12122,0.0,0.0,31,True,314.12973,1.5399722397282465,0.007669320427474336,0.07161225,24,10,0.058582045,0,26,False,222,3635083.093837319,1764.2686850829714,2060.3909,9.28708,26,1648910.5180974475,2594.5696468662513,635.5237,9.808394999999999,26,2772662.385127103,3458.492139557064,801.6969,8.654677000000001,1.2163608999999997,0,1.153718,0.5213156,0.6324024,38.638230527896646,0.4213873989386112,4,5000.0,4.5,0.0,NOT_AVAILABLE,178.44981491701859,-23.78978690709092,65.53465042886512,-5.2181701275929715,100001,5007.105,4891.0,5234.98,0.193,0.1176,0.2891,0.096,0.059000000000000004,0.161,200111,0.7552673000000001,0.6909459,0.79155076,0.32303005,0.32213179999999997,0.3239283,http://geadata.esac.esa.int/data-server/datalink/links?ID=3312281669189449472,,0.004467100374265491,1
55,68,20130,64.7421,19.9065,1.112,0.052000000000000005,705,-384,321,378,-327,57,498,-207,177,G9V,8.62,0.745,0.005,39.58,0.06,38.34,0.6,38.22,0.16,38.7177,0.0006,8.2,160,BY,2.93,0.21,24.607,0.317,-7.964,0.103,-119,38.3968,38.1,296,1635721458409799680,Gaia DR2 49005581144118784,49005581144118784,1146505336,2015.5,64.74207749187468,0.05115346124155312,19.9065439120542,0.026511156281509327,21.261970037967213,0.05354877904342077,397.05798,112.93837099506227,0.09891432823819404,-36.62517868500685,0.08205058202769235,0.38180876,0.43642864,-0.28412136,0.13101286,0.13891318,-0.07807366,-0.49139172,0.115011685,0.28256962,0.31349109999999997,339,339,336,3,5.759575,501.52545,0.0,0.0,31,True,149.36389,1.5844631475418165,0.007420359520007961,0.07091539,39,10,0.0634563,0,44,True,357,8116582.087668773,2605.6125847326816,3115.0378,8.414933,39,4153331.658183044,5635.827761503332,736.9515,8.805397,40,5562794.084013778,7321.69957305442,759.7681,7.898687400000001,1.1970711,0,0.9067097,0.39046383,0.51624584,38.490018749027314,0.2559087599868699,17,5500.0,4.5,0.0,NOT_AVAILABLE,175.42913131994618,-21.17917286758789,66.33849209092773,-1.4819558682389544,100001,5566.0,5461.075,5597.6665,0.0848,0.019,0.1464,0.0447,0.023,0.0711,200111,0.91277575,0.9024777,0.9481875,0.7204366,0.71797484,0.7228983,http://geadata.esac.esa.int/data-server/datalink/links?ID=49005581144118784,,0.0035492576559845563,1
56,69,20237,65.0537,19.2336,1.047,0.045,663,-596,68,-164,-827,-231,-41,-704,-109,G0V,7.46,0.56,0.013999999999999999,38.81,0.18,38.56,0.6,38.44,0.16,38.3962,0.0018,15.4,168,BY,--,--,--,--,--,--,-158,38.3287,38.28,49,1635721458409799680,Gaia DR2 48203487411427456,48203487411427456,204358890,2015.5,65.0545500934205,0.08596804843746812,19.23332589281751,0.03480106191459481,21.5991558471216,0.10742947995766236,201.05428,114.52073262181395,0.19867700681866227,-35.47827084534282,0.11124401957646228,0.27624099999999996,0.19613397,-0.5200311,0.30879316,0.25557876,0.2196239,-0.40335244,0.19058128,0.46353033,-0.10165991,301,301,295,6,8.1459055,532.741,0.0,0.0,31,True,109.75588,1.6293178031602027,0.008525113249555268,0.052210305,35,7,0.10841735,0,45,False,334,22420023.917942066,4713.582881336748,4756.4717,7.3117757,36,12458243.79246369,7950.122480923029,1567.0505,7.6127462,32,14060497.656286672,13696.509981165136,1026.5752,6.8919179999999995,1.1828151000000002,0,0.72082806,0.30097055,0.4198575,38.36215397791066,0.1626945057384917,25,6000.0,4.0,0.0,NOT_AVAILABLE,176.1811510455901,-21.40037027852841,66.51511527215683,-2.1952175632188364,100001,6064.0,5964.0,6200.0,0.201,0.0612,0.3121,0.1075,0.0412,0.1555,200111,1.2399708,1.1861687,1.2819011999999999,1.8730716,1.861953,1.8841901,http://geadata.esac.esa.int/data-server/datalink/links?ID=48203487411427456,,0.008164233232676801,1
57,70,20485,65.8559,15.763,1.092,0.083,692,-235,457,-771,-1463,-1228,-651,-1343,-1109,K5V,10.47,1.2309999999999999,0.009000000000000001,39.3,0.21,39.27,0.6,39.15,0.16,38.4992,0.0019,8.1,59,BY,5.64,0.69,24.442,0.319,-5.176,0.071,-289,38.0418,38.86,-819,1635721458409799680,Gaia DR2 3312025586058376704,3312025586058376704,1393295379,2015.5,65.85589474388256,0.07107263628045776,15.763008844235781,0.04311707755106007,24.086944977071372,0.08440484687739214,285.37396,125.23605164903528,0.16944629591308322,-26.82538228142786,0.14559061257084804,0.37059802,-0.044216156,-0.16878958,0.10661589999999999,-0.48553909999999995,-0.10181396,-0.16769814,0.20095320000000003,0.124643885,0.52766174,114,114,113,1,3.3243822999999995,163.71495,0.0,0.0,31,True,244.95415,1.5054336951256164,0.012359929289608666,0.059000004,13,9,0.10631619,0,17,True,148,1853043.6317315043,1465.9015563946075,1264.0983,10.018652000000001,16,710548.1948617216,2337.768571813372,303.9429,10.7224045,15,1636291.9739039806,3317.55013718035,493.223,9.227267999999999,1.2664787,0,1.4951363000000002,0.7037525,0.79138374,38.42292520920125,0.345388743182961,4,4000.0,3.0,0.0,NOT_AVAILABLE,179.57778986265808,-23.05637290953283,66.69428408731622,-5.744165216552526,100001,4371.767,4302.845,4489.99,0.20600000000000002,0.0659,0.473,0.0998,0.0324,0.198,200111,0.7210557,0.6835843,0.74434006,0.17110409,0.17035267,0.17185551,http://geadata.esac.esa.int/data-server/datalink/links?ID=3312025586058376704,,0.009841061112644406,1
